4,3,2,5,6,2,3,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,4,3,2,5,6,2,3,4:0,0,0,0,1,0,1,0,1
4,3,2,5,6,2,3,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,4,3,2,5,6,2,3,4:0,0,0,0,1,0,1,0,1
4,3,2,5,6,2,3,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,4,3,2,5,6,2,3,4:0,0,0,0,1,0,1,0,1
4,3,2,5,6,2,3,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,4,3,2,5,6,2,3,4:0,0,0,0,1,0,1,0,1
4,3,2,5,6,2,3,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,4,3,2,5,6,2,3,4:0,0,0,0,1,0,1,0,1
4,3,2,5,6,2,3,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,4,3,2,5,6,2,3,4:0,0,0,0,1,0,1,0,1
4,3,2,5,6,2,3,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,4,3,2,5,6,2,3,4:0,0,0,0,1,0,1,0,1
4,3,2,5,6,2,3,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,4,3,2,5,6,2,3,4:0,0,0,0,1,0,1,0,1
4,3,2,5,6,2,3,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,4,3,2,5,6,2,3,4:0,0,0,0,1,0,1,0,1
4,3,2,5,6,2,3,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,4,3,2,5,6,2,3,4:0,0,0,0,1,0,1,0,1
4,3,2,5,6,2,3,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,4,3,2,5,6,2,3,4:0,0,0,0,1,0,1,0,1
4,3,2,5,6,2,3,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,4,3,2,5,6,2,3,4:0,0,0,0,1,0,1,0,1
4,3,2,5,6,2,3,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,4,3,2,5,6,2,3,4:0,0,0,0,1,0,1,0,1
4,3,2,5,6,2,3,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,4,3,2,5,6,2,3,4:0,0,0,0,1,0,1,0,1
4,3,2,5,6,2,3,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,4,3,2,5,6,2,3,4:0,0,0,0,1,0,1,0,1
4,3,2,5,6,2,3,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,4,3,2,5,6,2,3,4:0,0,0,0,1,0,1,0,1
4,3,2,5,6,2,3,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,4,3,2,5,6,2,3,4:0,0,0,0,1,0,1,0,1
4,3,2,5,6,2,3,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,4,3,2,5,6,2,3,4:0,0,0,0,1,0,1,0,1
4,3,2,5,6,2,3,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,4,3,2,5,6,2,3,4:0,0,0,0,1,0,1,0,1
4,3,2,5,6,2,3,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,4,3,2,5,6,2,3,4:0,0,0,0,1,0,1,0,1
4,3,2,5,6,2,3,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,4,3,2,5,6,2,3,4:0,0,0,0,1,0,1,0,1
4,3,2,5,6,2,3,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,4,3,2,5,6,2,3,4:0,0,0,0,1,0,1,0,1
4,3,2,5,6,2,3,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,4,3,2,5,6,2,3,4:0,0,0,0,1,0,1,0,1
4,3,2,5,6,2,3,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,4,3,2,5,6,2,3,4:0,0,0,0,1,0,1,0,1
4,3,2,5,6,2,3,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,4,3,2,5,6,2,3,4:0,0,0,0,1,0,1,0,1
4,3,2,5,6,2,3,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,4,3,2,5,6,2,3,4:0,0,0,0,1,0,1,0,1
4,3,2,5,6,2,3,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,4,3,2,5,6,2,3,4:0,0,0,0,1,0,1,0,1
4,3,2,5,6,2,3,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,4,3,2,5,6,2,3,4:0,0,0,0,1,0,1,0,1
4,3,2,5,6,2,3,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,4,3,2,5,6,2,3,4:0,0,0,0,1,0,1,0,1
4,3,2,5,6,2,3,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,4,3,2,5,6,2,3,4:0,0,0,0,1,0,1,0,1
4,3,2,5,6,2,3,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,4,3,2,5,6,2,3,4:0,0,0,0,1,0,1,0,1
4,3,2,5,6,2,3,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,4,3,2,5,6,2,3,4:0,0,0,0,1,0,1,0,1
4,3,2,5,6,2,3,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,4,3,2,5,6,2,3,4:0,0,0,0,1,0,1,0,1
4,3,2,5,6,2,3,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,4,3,2,5,6,2,3,4:0,0,0,0,1,0,1,0,1
4,3,2,5,6,2,3,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,4,3,2,5,6,2,3,4:0,0,0,0,1,0,1,0,1
4,3,2,5,6,2,3,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,4,3,2,5,6,2,3,4:0,0,0,0,1,0,1,0,1
4,3,2,5,6,2,3,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,4,3,2,5,6,2,3,4:0,0,0,0,1,0,1,0,1
4,3,2,5,6,2,3,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,4,3,2,5,6,2,3,4:0,0,0,0,1,0,1,0,1
4,3,2,5,6,2,3,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,4,3,2,5,6,2,3,4:0,0,0,0,1,0,1,0,1
4,3,2,5,6,2,3,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,4,3,2,5,6,2,3,4:0,0,0,0,1,0,1,0,1
4,3,2,5,6,2,3,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,4,3,2,5,6,2,3,4:0,0,0,0,1,0,1,0,1
4,3,2,5,6,2,3,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,4,3,2,5,6,2,3,4:0,0,0,0,1,0,1,0,1
4,3,2,5,6,2,3,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,4,3,2,5,6,2,3,4:0,0,0,0,1,0,1,0,1
4,3,2,5,6,2,3,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,4,3,2,5,6,2,3,4:0,0,0,0,1,0,1,0,1
4,3,2,5,6,2,3,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,4,3,2,5,6,2,3,4:0,0,0,0,1,0,1,0,1
4,3,2,5,6,2,3,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,4,3,2,5,6,2,3,4:0,0,0,0,1,0,1,0,1
4,3,2,5,6,2,3,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,4,3,2,5,6,2,3,4:0,0,0,0,1,0,1,0,1
4,3,2,5,6,2,3,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,4,3,2,5,6,2,3,4:0,0,0,0,1,0,1,0,1
4,3,2,5,6,2,3,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,4,3,2,5,6,2,3,4:0,0,0,0,1,0,1,0,1
4,3,2,5,6,2,3,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,4,3,2,5,6,2,3,4:0,0,0,0,1,0,1,0,1
4,3,2,5,6,2,3,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,4,3,2,5,6,2,3,4:0,0,0,0,1,0,1,0,1
4,3,2,5,6,2,3,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,4,3,2,5,6,2,3,4:0,0,0,0,1,0,1,0,1
4,3,2,5,6,2,3,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,4,3,2,5,6,2,3,4:0,0,0,0,1,0,1,0,1
4,3,2,5,6,2,3,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,4,3,2,5,6,2,3,4:0,0,0,0,0,1,1,0,1
